author,thesis_title,class,paragraph,score_slowness,score_material,score_environmental_crisis,score_natural_world,score_equitable_design,score_stewardship,score_more_than_human
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"The research in vernacular architecture has a long history and detailed records, including object-oriented, socially-oriented and culturally-oriented studies. Instead of focusing on the history of vernacular architecture, the analysis of how did scholars research this topic is more important when applying this concept to the design area. The comparison between vernacular architecture and similar design projects will help discover or reveal missing information in the whole system. 1. Documentation and Preservation Figure 09 Traditional Zulu house Photography by John Atherton. 1979. South Africa.",20,20,0,10,20,15,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"The focus in vernacular architecture can be traced back to the eighteenth century. Under the influence of the Arts and Crafts movement, European and American antiquarians and architects conducted many studies concerned with local architectures. As for the non-western culture, explorers and colonial officials contributed abundant resources in a time of rapid colonization. When encountering buildings that were fundamentally different from what they were familiar with in their hometown, they wrote down detailed information including patterns, materials and skills in dairies and reports that become 12 significant studies of several cultures. 12Oliver, Paul. Encyclopedia Before 1965, most early studies' interest was in the of vernacular architecture of the world. New York, USA: documentation, classification, and naming of historical Cambridge University Press, or traditional forms, plans, materials and styles, most of 1997. Siyu Tian 06 which (especially in the case of non-western traditions) were regarded as destined to disappear. This tendency ignored the cultural context and not to mention the future traditions.13 potential of such Figure 10 Humble Masterpieces, 2004, The Museum of Modern Art",15,25,0,15,35,10,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"Figure 11 Cifra 3 Clock. Gino Valle. 1965. Figure 12 Soy Sauce Dispenser. Kenji Ekuan, GK Design Group. 1961. Figure 13 Collapsible Salad Basket. Unknown Designer. c.1953. Figure 14 Bubble Wrap® Air Cellular Cushioning. Marc A. Chavannes, Alfred W. Fielding. 1960 Figure 15 Spoon Straw. Arthur A. Aykanian. 1968 As for the design area, several artists and curators have done similar projects, aiming at documenting normal 13Rudofsky, Bernard. Architecture without architects: design objects in daily life. The Museum of Modern Art a short introduction to non- held an exhibition called Humble Masterpieces, which pedigreed architecture. drew people's attention to the every-day items we ignore Albuquerque: University of New Mexico Press. 2002. life.14 in our Two years later, Jasper Morrison and Naoto Fukasawa had a similar exhibition called Super Normal in 14The Museum of Modern Art. “Humble Masterpieces.” Tokyo. By collecting famous items like the Bialetti espresso Accessed October 12, 2019. maker and anonymously authored objects like a mass- https://www.moma.org/ produced drinking glass, they questioned the balance calendar/exhibitions/124 Siyu Tian 07 between the function of the products and the uniqueness appearance.15 in 2. Cultural Analysis Culture is such an influential factor in vernacular traditions. According to Marcel Vellinga, “We need to widen the vernacular concept so that it includes all those buildings that are distinctive cultural expressions of people who live in or feel locality.”16 attached to a particular place or In the late 1960s, several studies in architecture sought to free the vernacular from its associations with anonymity by stressing the importance of studying the context.17 vernacular within its historical and cultural Visionaries like Paul Oliver started to focus on the vernacular traditions and find a possible position for it in the future. He first claimed that the vernacular would architecture.18 contribute to sustainable Figure 16 Freddy Mamani's new Andean Architecture Photography by Tatewaki Nio 15Morrison, Jasper. A book of things. Zürich: L. Müller, 2015. 16Vellinga, Marcel. “Engaging the future.” In Vernacular Architecture in the Twenty-First Century, edited by Lindsay Asquith and Marcel Vellinga, 84. London: Taylor & Francis, 2006. 17Rapoport, Amos. House, Form and Culture, Englewood Cliffs, NJ: Prentice-Hall, 1969. A recent, more aesthetic and less practical example 18Oliver, Paul. Shelter and is a Bolivian architect Freddy Mamani who is aiming to Society, London: Barrie & Jenkins, 1969. bring culture and personality into the “monochrome” city of El Alto. By imbuing motif from the ancient city of 19Howarth, Dan. “Freddy Mamani's New Andean Tiwanaku into contemporary architecture, he creates a Architecture adds color to the new environment in the city that has its own identity and Bolivian city.” Last modified culture. For the colors, he captured another local tradition February 7, 2019. Accessed October 13, 2019. https:// – the woven textiles of the Aymara culture. “The bright www.dezeen.com/2019/02/07/ blues, greens, reds and pinks of these fabrics are splashed freddy-mamani-new-andean- buildings.”19 liberally across the facades of Mamani's architecture-bolivia/ Siyu Tian 08 Similar artwork is the Favela Chair, made by Brazil designers Humberto Campana and Fernando Campana with local materials and techniques. “The first Favela Chair was produced near a fruit market, where there are plenty of slats of wood,“ Campana explains in an interview, “I used glue and nails to connect one piece of wood to another with no rationality. The only rationality in that irrationality.“20 project was to construct The chair was inspired by the dwellers, who live in homes constructed from whatever timber offcuts they can find, reflecting how part of the population in that country construct their lives. The workshop Field Experiments also holds the same concept. It is a “nomadic design collective that explores traditional crafts by engaging in collaborative making with world.”21 local craftspeople in diverse regions around the Culture, personality and the power of the vernacular are embedded in a broader context through their works. Figure 17 (Top) 3. In the Future Favela Chair Humberto Campana and On the 19th PLEA International Conference in Fernando Campana 1991 2001, Renewable Energy for a Sustainable Development of the Built Environment was the theme of the discussion. Figure 18 (Bottom) Bottle Architects believed that in this time of rapid technological Field Experiments development, urbanization, and mass consumption, 2017 there is still a lot that can be learned from the traditional knowledge, skills, and expertise of the vernacular builders, especially for sustainable architectures. Crucial questions regarding the vernacular tradition arose for those scholars involved in the field of vernacular architecture: 20Dezeen. “The Favela Chair Will the vernacular architectures be able to respond influenced a generation of or adapt in order to come to terms with the new designers, says Humberto Campana.” Accessed April ecological and cultural circumstances, or will they be 23, 2020. https://www. forced to disappear, as so many traditions already dezeen.com/2016/07/20/ video-interview-humberto- have done in the course of the last century? campana-brothers-favela- What is the vernacular architecture in the future? chair-influenced-generation- of-designers-movie/ Is there still a place for vernacular architecture in the century?22 21Field Experiments. Accessed twenty-first September 19, 2019. http:// www.field-experiments.com Technological development increases the gap between vernacular architects and professional architects. 22Asquith and Vellinga. ed. Vernacular architecture in the The urbanization leaves little space for vernacular twenty-first century: theory, architectures. However, in the design area, the situation is education and practice. Siyu Tian 09 slightly different. In Kyle Chayka's “Welcome to Airspace,” he writes about a phenomenon that the cafe shops all over the world have all independently decided to adopt the same faux-artisanal aesthetic. Airbnb is another example intentionally.23 that accelerates this confluence of style It seems that globalism leads to homogenization in design through social media, erasing personal identity, and marginalizing native culture and traditions. Under this condition, the vernacular design by common people that reflects personalities, culture and traditions is an effective tool to provide a new vision towards the current design process, subvert the design principles, and help reconsider the relationship between designers and audiences — in other words, using vernacular as a tool to decolonize design.",20,30,0,0,30,10,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"23Chayka, Kyle. “Welcome to Airspace.” Last modified August 3, 2016. Accessed October 13, 2019. https://www.theverge. com/2016/8/3/12325104/ airbnb-aesthetic-global- minimalism-startup- gentrification Siyu Tian 10",25,40,30,20,40,25,15
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"Decolonization originally means “remove (a place) status.”24 from colonial Under the contemporary context, decolonization represents a new recognition and attitude: In the western world, society has been built upon the colonization of other nations. “To decolonize and not just diversify curriculums is to recognize that knowledge is inevitably marked by power relations......Yet decolonization is not just about bringing in minority texts but also about texts.”25 how we read ‘traditional’ Minority cultures are ignored in history or classified into extraordinariness, especially in the design area. 1. History The work designers make is inspired by taste, and the taste is often derived from what we’re exposed to during our upbringing. But design values and history is taught through a canon; that accepted pantheon of work by predominantly European and American male designers that set the basis for what is deemed “good” or “bad.” The authority of the canon has undermined the work produced by non-Western cultures and those from poorer backgrounds so that Ghanaian textiles, for example, get Figure 19 Ghanaian textiles Photography by Jacek Sopotnicki 2019",0,0,0,0,0,0,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"24Harper, Douglas. “Decolonization.” In Online Etymology Dictionary. Accessed October 14, 2019. https://www.etymonline.com/ search?q=decolonization&ref= searchbar_searchhint 25Gopal, Priyamvada. “Yes, we must decolonize.” Last modified October 27, 2017. Accessed October 13, 2019. https://www.theguardian.com/ commentisfree/2017/oct/27/ decolonise-elite-white-men- decolonising-cambridge- university-english-curriculum- literature Siyu Tian 11 cast as craft rather than design. Classifying traditional craft as different from modern design deems the histories and practices of design from many cultures inferior. We should aim to eliminate the false distinctions between craft and design, in order to recognize all culturally important forms of making.",10,15,0,0,60,10,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"In Ramon Tejada's in-progress project Decolonizing Figure 20 Decolonizing Design Readers Design Readers, he says, ”Lascaux Cave Paintings, the Ramon Tejada depiction of aurochs, horses and deer, France. Graphic Design’s history usually starts here, BUT… how has this history been told? Who wrote this history? History is about the interpretation by the writer/author who writes it from 26Tejada, Ramon. “Decolonizing his (usually a white male) perspective. Where does that Design Readers” Last modified leave the rest of us… the Southern Hemisphere? How can October 1, 2019. Accessed we begin the process of expanding this narrative? Who October 14, 2019. https:// with?”26 docs.google.com/document/ should we read, engage and talk Therefore, his d/1Hbymt6a3zz044xF_ project aims at rewriting the design history by which it can LCqGfTmXJip3cetj5sHlxZEjtJ4 be decolonized from a personal perspective. /edit Siyu Tian 12 2. Principle People's preference in design is often affected by family, community, culture and other factors they are exposed to during their upbringing. However, the design principles for designers are taught through a canon in an academic or commercial environment. “Ten principles for good design” by Dieter Rams is the Bible for industrial design and commonly applied to other areas. When following those standards of “good” and “bad,” the phenomenon of the coffee shops and Airbnb is understandable. Kyle Chayka also coins a word “AirSpace.” “It is the realm of coffee shops, bars, startup offices, and co-live or workspaces that share the same hallmarks everywhere you go: a profusion of symbols of comfort and quality, at least to a certain 27 connoisseurial mindset.” People's requirements or the tendency to acquire comfort and quality lead to pervasive principles and homogenization, which is somehow the motivation and the result of globalization at the same time. 3. Decoloniality In the late 19th century and early 20th century, we chased for globalization. The world was eager to build connections with each other and had never been so close before. It brought people into contact with foreign cultures and traditions. The concept of one’s own culture was in a globalization.28 period of change due to Reactions have varied widely later on. Despite the political and economic aspects, the fear of being perceived to be foreign or 27Chayka. “Welcome to strange and losing identity generate a new discussion Airspace.” about xenophobia and self-identification. 28Beard, David and Keneth Gloag. Musicology: The Key Under this condition, “Glocalization”, a portmanteau Concepts. London and New of globalization and localization, was popularized by the York: Routledge, Beard, David sociologist Roland Robertson and coined, according to and Keneth Gloag, 2005 him, by Japanese economists to explain Japanese global 29Robertson, R. “Globalization: strategies.29 marketing time-space and homogeneity- heterogeneity.” In Global “(Globalization) this process, which is closely Modernities, edited by M.Featherstone, S.Lash and associated with urbanization, signifies a situation R.Robertson, 25-44. London: in which local units smaller than nation-states are Sage, 1995. Siyu Tian 13 constrained by the need to redefine their own economic, geopolitical and cultural positions in the world. Globalization and localization are not unilateral processes. Globalization is driving localization and localization is driving globalization. In other words, while they are mutually interacting, both are progressing in a competitive relationship. This competitive process is called globalization. locally.”30 Think globally, act In the process of globalization, it is obvious that the western world or developed countries are much more powerful than developing countries who sometimes are unable to refuse the imposition of cultural practices, leading to social injustice and cultural colonialism. Elizabeth Tunstall said, “In the modernist project, it’s not about respecting diversity. It’s everyone give up your differences and become part of Universal Man.” And this university is defined by the western. Therefore, after reviewing the concept of globalization and glocalization, we step to a new stage, docoloniality. Decoloniality is a critique of what behind the phenomenon——the superiority of western culture. It doesn’t deny western culture or any culture. The goal is “to recognize that the instrumentalization of reason by the colonial matrix of power produced distorted paradigms of knowledge and spoiled the liberating promises of modernity, and by that recognition, realize the destruction power.”31 of global coloniality of It may not provide any 30Caves, Roger W., ed. Encyclopedia of the City. (New solution or solve any wicked problems at hand. However, York: Routledge, 2005), 307. ""Decolonization offers a different perspective to 31Quijano, Anibal. “Colonialidad human and civil rights based approaches to justice, y modernidad/racionalidad.” in Los conquistados. 1492 y an unsettling one, rather than a complementary la poblacio’n indı’gena de las one.""32 Ame’ ricas, edited by Heraclio Bonilla, 447. Quito: Tercer Mundo-Libri Mundi, 1992. 32Eve Tuck and K. Wayne Yang, ""Decolonization is not a metaphor,"" Decolonization: Indigeneity, Education & Society, Vol. 1, No. 1, (2012): 36. Accessed April 23, 2020. https://jps.library.utoronto. ca/index.php/des/article/ view/18630 Siyu Tian 14",0,0,0,0,10,0,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"After the historical and contextual analysis of vernacular design and decolonizing design, I raise my question: How might we use vernacular design as a tool to decolonize design? To be more specific, how to bring audiences' personal or cultural (especially non-western culture and underrepresented cultures) identities into design work by employing a vernacular design process? How might vernacular design impact the relationship between designers and their audiences in the future? Whether design work should have principles or not? Why? If the answer is yes, what are design principles and by whose standards? If the answer is no, how to subvert existing principles? To answer those questions, I deconstruct the vernacular design into several parts: tradition and culture, materials and tools, and authority and control. Then what does it mean to",10,0,0,0,55,10,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,DECOLONIZE MATERIALS AND TOOLS? DECOLONIZE TRADITION AND CULTURE? DECOLONIZE AUTHORITY AND CONTROL?,15,10,10,0,55,10,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"33Hara, Kenya, Maggie Kinser Hohle, and Naito Yukiko.",15,20,0,0,50,15,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"Designing Design. Baden: Lars Müller Publishers, 2017. Materials and tools are the physical limitations that 34Brand, Stewart. How Buildings can help guide a solution and often allow for innovation Learn: What Happens After expectations.33 They're Built. London: Penguin to take place outside of initial It represents Books, 2012. the basic principle in the vernacular: constraint. According to Stewart Brand's How buildings learn, the vernacular is Figure 21 and Figure 22 100 Days of Repurposing all about constraint in choice: what is cheap, what is local, Siyu Tian available.34 what is best suited for the purpose, and what is 2019 The project 100 days of repurposing aims at understanding decolonizing materials and tools. I collect the way that people repurpose objects, spaces, or other things that have a particular usage into another use. Repurposing is the most basic and regular method in the vernacular design. And people usually don't realize that they are designing in the process of repurposing.",0,10,0,0,20,0,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"Siyu Tian 16 Figure 23 100 Days of Repurposing The word on the upside of each card is the original usage, and the word below is the new one.",0,0,0,0,0,0,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,QUICK SOLUTION HAND TRUCK SHOPPING CART CARDBOARD CARDBOARD,25,55,10,10,30,20,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,BED LUGGAGE MATTRESS CUSHION A branch can be a walking stick when climbing a mountain. Cardboard can be the mattress. It suggests the topic of survival in a big city by reflecting part of the population's lifestyle in the community.,0,10,0,0,0,0,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,Siyu Tian 17 BY INSTINCT RECEIPT BRANCH SHOPPING CART MAILBOX,0,20,0,0,10,0,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"ROPE POLE BASKET FLOWER STAND If there is a surface, then stick something on it. If there is a platform, then put something on it. Maybe they don't consider too much before choosing the materials and the tools.",10,35,0,15,25,10,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,A roll of tape will create new traffic rules on the street. The waste yard on Governor Island became JUNK YARD a junkyard playground for TRAFFIC SIGN PLAYGROUND children.,10,20,0,0,10,0,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"Siyu Tian 18 SMALL STORES AND SELLERS To have the best advertising in a limited budget, they use the most straightforward way to show their products. The most impressive one for me is the goat-milk machine. I saw it at my grandparent's hometown.",15,25,0,0,10,0,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"Through this collection, decolonizing materials and tools means using at-hand materials and tools. It means that when designing for a specific group of people or under certain conditions, not only the outcome should be accessible, but maybe the technology, the tool, and the materials, etc. should also be accessible. Therefore, people still have the ability to adjust, advance, and control the final solution by themselves, which somehow leads to decolonizing authority and control. Siyu Tian 19",15,30,10,10,20,10,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"2 years old, Male REWARD MISSING SINCE OCT 19 NEAR: 180 FRANKLIN AVE. 9 1 7- 6 2 4 - 3 5 9 6",20,20,0,10,25,10,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"Figure 24 (Top left) Missing Cat Poster Siyu Tian 2019 Figure 25 (Top right) Missing Cat Sticker Siyu Tian 2019 Figure 26 (Bottom) Thesis Book Visual Experiment Siyu Tian 2019 Based on this project, another experiment keeps on exploring the accessibility. Instead of using Photoshop and InDesign, I use Microsoft Word, Excel and the Painter in Brooklyn Public Library to make my poster of a missing cat. I had limited typeface and layout choices, which formulates a visual language that usually can be seen on the street. Siyu Tian 20",20,40,0,0,50,20,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"Traditions can be seen as creative processes of transmission through which people interpret past knowledge and experiences to face the challenges and demands of the present. It is continuously re-negotiated from generation to generation. Vernacular designers learn from the past and apply new techniques and thinking only where previous failures exist. When the tradition meets a new environment, “these common people making common designs are unafraid to create what they need for today and then update or change it when needs and desires tomorrow.”35 change Successful experiments today will become a tradition in the future. Culture, a topic that is often brought up alongside with tradition, continues shaping the constitution of relationships and identities, to influence the communities, and to frame the experience of a large world.",0,0,0,0,0,0,10
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"35Brand, Stewart. How Buildings Learn: What Happens After They’re Built. London: Penguin Books, 2012. Siyu Tian 21",15,20,0,0,35,0,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"When studying vernacular traditions, one should not just ask why buildings look the way they do, why they came into being and how they changed along the way, but also by whose standards, by what precedents and with whose skills creation, transmission and change occur. Vernacular design is resistance to designers by common people. Instead of accepting the basic canon of authority, vernacular identifies design works as social representations and links them to personal and coherent cultural systems of values and beliefs. Designers have the power to influence people’s behavior. And since the design process is almost completely in the hands of designers, it's significant for them to realize it. “Control is undermined by ambiguity, choice, and complexity because subjective factors in the user become more effective, and the user is invited to control.”36 participate. Participation undermines",30,15,0,10,35,25,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"36Levrant de Bretteville, Sheila. “Some aspects of design from The diagram includes different types of designs the perspective of a woman designer.” In Looking Closer that are widely discussed and applied in the past and 3: Classic Writings on Graphic contemporary. Apparently, designers are trying to avoid Design, edited by Rick Poynor, being the “dictator” and providing options as much as Michael Bierut and Steven possible. The partial of what can be involved, decided or Heller, 239. New York: Allworth controlled by audiences in the process is increasing. Press, 2001. Siyu Tian 22 LINEAR DESIGN PROCESS",0,0,0,0,0,0,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,It is completely controlled by designers. Clients make their requests at the beginning and wait for the result in the end. They don't care or have the opportunity to participate in the process.,15,10,0,0,60,20,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"DIY is the acronym of “Do it yourself.” “Individuals engage raw and semi-raw materials and parts to produce, transform, or reconstruct material possessions, including 37Wolf, Marco, and Shaun environment.”37 those drawn from the natural It seems that Mcquitty. “Understanding the Do-It-Yourself Consumer: DIY audiences are free to explore in the process. Motivations and Outcomes.” Academy of Marketing Science However, with the provided materials, tools and Review 1, no. 3-4 (2011): 154– the instruction manual, the final design result is still fully 54. https://doi.org/10.1007/ controlled by designers. s13162-011-0021-2. Siyu Tian 23 CONDITIONAL DESIGN",0,0,0,0,15,0,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"Conditional design, formulated by Luna Maurer, Edo Paulus, Jonathan Puckey and Roel Wouters is a manifesto and working method with a focus on process over product. “Things that adapt to their environment, emphasize difference.”38 change and show In the workshop, with the frameworks and generative systems set up by designers, participants are able to create an open-ended project by themselves. For example, the first exercise in Conditional Design Workbook is drawing a perfect circle. Each participant has a colored pen and keeps improving the circle's round shape by enlarging the border until it's a perfect circle.",0,0,0,0,25,0,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"38Conditional Design. “Conditional Design Workbook.” Accessed April Co-design, or cooperative design, is rooted in the 17, 2020. https://workbook. participatory design techniques developed in Scandinavia conditionaldesign.org/ Siyu Tian 24 in the 1970s. It attempts to involve all stakeholders in the design process. The co-design approach enables a wide range of people to make a creative contribution to the formulation and solution of a problem by an opening design process.",20,35,0,15,30,10,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"Though we have co-design, audiences' right to have choice and opportunity of participation is still given by designers. The role of the designer is still the essential component of a co-design project. Designers provide ways for people to engage in the project as well as providing ways of communicating, testing and sharing insight. In vernacular design, the absence of designers inspires me what might be the relationship between audiences and designers in the future where designers only serve the role of assistant. In my opinion, it is necessary to “weaken” the “dominance” of designers. In addition to the reason above, designers are also influenced by the surrounding unconsciously. And the design work which changes people's behavior will be the most direct reflection of the impact. When design students accept their education in school, that is where all issue starts. Because of the structure in the education system and the authority of professors, students seldom question those design thinking, rule and canon taught by their teacher or applied in the commercial world. The project Reverse is a project exploring the meaning of decolonizing authority and canon. Students were asked to pick up a piece of artwork in Whitney Museum, use its visual language, but express their argument. I chose Bondage Baggage Prototype 4 by Maia Ruth Lee. She re-creates packages that she grew up seeing in Nepal. It models a condition of the self, as well as concepts of self-preservation and the economic oppression of developing countries. Since decolonization is about reimagining something beyond the current system that we exist, and this art piece is in the museum, which represents some aesthetic principles, I make a counter piece that subverts all of those rules. For example, the original one is symmetric. Mine is asymmetric. As for the process, I asked people on the street whether I can pick Siyu Tian 25 up something in their cart and gave them some food for exchange. That's the way I got those ropes and waterproof covers. And the boxes are from the refuse room in my apartment. In this process, I question what is the canon and by whose standards? What can be put in a museum? And why?",30,15,0,10,30,15,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"Through the thesis practices, I found my way of decolonizing design by learning from vernacular design. And I realize that to decolonize design is not just about breaking old and existing rules. It’s about realizing the principles, criticizing, and forming designers’ own beliefs.",20,0,0,0,45,15,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,Figure 27 (Top) Decolonizing Design Online Class Screenshot Siyu Tian 2020 https://siyutiantracy.com/ dedesign_home Figure 28 (Bottom) Decolonizing Design Online Class Video Introduction Siyu Tian 2020,25,35,0,0,65,20,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"The capstone project is an online class for designers and design students. Instead of teaching my audiences what I find, I show them my process and guide them to find their ways of decolonizing. Siyu Tian 27 Figure 29 Decolonizing Design Online Class Screenshot Siyu Tian 2020 The frame is a metaphor. The whole process is about how to destroy it and build a new frame. And every design decision I made for this website is based on my understanding of decolonizing design. In this class, audiences will explore pre-existing theories and concepts for decoloniality and decolonizing design. Class activities consist of readings, exercises, and experiments in the making. In the first section, after reading articles and listening to some interviews, they need to visualize their thoughts about decolonization under certain requirements. However, the self-critique will focus on the requirements rather than the final work. It is much more important to discuss the reason for setting up requirements and the messages hidden behind them, which leads to the second section. Audiences are asked to question all the design rules they have met, whether in school or commercial world, even the tools. Why is everyone using Adobe Software? In the third lesson, audiences will start to decolonize design. Since there are so many elements connected with design, which makes it hard to decolonize, the first step is to deconstruct it. At the same time, they keep on asking who defines design? Who makes those rules? Who follows? And why? Finally, with a one-hundred-day project, they will observe, research, document, explore, and finally decolonize an element in the design.",15,0,0,0,40,15,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"Decolonization is a new and vital topic. It is necessary to widen all design-related concepts and methods so that they can be attached to all people with distinctive cultural backgrounds. At the same time, the vernacular design reflects personal perspectives, local culture, and traditions. Therefore, I will discuss the possibility of using vernacular design as a tool to decolonize design through my thesis. This thesis talks to designers and design students who desire a critical approach to design and culture, try to find a better way to participate in the community, engage audiences, and reposition their practice in a more critical framework. Practitioners who are interested in reshaping current creative practices and deconstructing the hegemonic knowledge system are also my target audience. Design can change people's behavior. Designers have to be responsible for their works and need to be aware of that influence. The power system in the design process, the role of the designer and design theory are always controversial. In response to the existing practices in design history, I want to create a new vernacular design process that shaped new thinking. Instead of making people into designers, designers might regard themselves as common people. They're not an objective problem solver. The design-thinking framework follows an overall flow of understanding, exploring, and materializing. Within these large buckets, it has 6 phases: empathize, define, ideate, prototype, test, and implement. By using different methods in each phase, designers can complete a project. For example, conducting research, collecting data, observing, and doing interviews are common ways to develop knowledge about audiences. However, instead Siyu Tian 29 of being an observer and outsider of the community, designers regard themselves as a resident or even living in the neighborhood for several days is considered a better way of “researching.” There is the saying that “nobody knows you better than yourself.” It's definitely true that audiences know themselves, the problems, and their living environment better than a designer. Therefore, having an audience-leading design process and putting the designer in a lower position might be the future of design. This thesis doesn't deny the necessity and importance of having designers or the existing design theory. But I want to show a new perspective towards the objects, materials, tools, constraints, traditions, and cultures by presenting a set of strategies. When using those strategies in design practices, designers will explore a new relationship with their audiences and the responsibility of being a designer.",0,0,0,0,0,0,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"Adorno, Rolena. Writing and Resistance in Colonial Peru. Austin: The University of Texas Press. 2000 Ahmed, S. Strange Encounters: Embodied Others in Postcoloniality. New York: Routledge. 2000. Anderson, J. “Remembering This Bridge, Remembering Ourselves.” In This Place We Call Home: Radical Visions for Transformation edited by G. Anzaldúa and A. Keating. New York: Routledge. 2002. Anzaldúa, Gloria. Light in the Dark/Luz En Lo Oscuro: Rewritin Identity, Spirituality, Reality. Durham, North Carolina: Duke University Press. 2015. Clerke, Teena. “Gender and Discipline: Publication Practices in Design.” Journal of Writing in Creative Practice 3 (1): 63–78. 2010. Cutshaw, Stacey McCarroll, Ross Barrett, Bernard L. Herman, and Daile Kaplan. In the vernacular: photography of the everyday. Boston: Boston University Art Gallery. 2008. Deer S. Decolonizing Rape Law: A Native Feminist Synthesis of Safety and Sovereignty. Wicazo Sa Review, 24(2), 149-167 Dilnot, Clive, Susan, Stewart, and Tony Fry, eds. Design and the Question of History. New York: Bloomsbury Academic. 2015. Freire, Paulo. Pedagogy of the Oppressed. Translated by Myra Berman RamosNew York: Continuum. 2000. Fry, Tony. Becoming Human by Design. London: Berg. 2012. Graves, Ken, and Mitchell Payne. American snapshots. Oakland, Calif: Scrimshaw Press. 1977.",25,10,0,0,60,15,0
Siyu Tian,Vernacular Design And Decolonizing Design,des797,"Siyu Tian 31 Grosfoguel, Ramón. “The Structure of Knowledge in Westernize Universities: Epistemic Racism/Sexism and the Four Genocides/Epistemicides of the Long 16th Century.” Human Architecture: Journal of the Sociology of Self- Knowledge 11 (1): 73–90. 2013. Guertin, Carolyn. Digital prohibition: piracy and authorship in new media art. London: Continuum International Pub. Group. 2012. Maldonado-Torres, Nelson. “On the Coloniality of Being.” Cultural Studies. 21 (2–3): 240–270. 2007. Nickel, Douglas Robert. Snapshots: the photography of everyday life, 1888 to the present. San Francisco: San Francisco Museum of Modern Art. 1998. Ray, Katerina Rüedi. “Bauhaus Hausfraus: Gender Formation in Design Education.” Journal of Architectural Education 55 (2): 73–80. doi:10.1162/104648801753199491. 2001. Tuck, Eve, and K. Wayne Yang. “Decolonization is Not a Metaphor.” Decolonization: Indigeneity, Education & Society 1 (1):1–40. 2012.",20,15,0,0,65,20,0
Wan-Sian Lai,Supple Interaction,des797,©2020 Wan-Sian Lai A thesis submitted in partial fulfillment of the requirements for the degree of Master of Fine Arts (Communications Design) School of Design | Pratt Institute 2 3,0,0,0,0,0,0,0
Wan-Sian Lai,Supple Interaction,des797,"May 23, 2020 ___________________________________________________ Date_________________________ Thesis Advisor Signature (Professor Gaia Hwang) ___________________________________________________ Date_________________________ Department Chair Signature (Santiago Piedrafita) ___________________________________________________ Date_________________________ MFA Thesis Candidate Signature (Wan-Sian Lai) 8 9",0,0,0,0,0,0,0
Wan-Sian Lai,Supple Interaction,des797,"Recognizing the limitations of form factors and gestures in hardware interface design and interaction design, the thesis attempts to use suppleness as a methodology to innovate the design of interaction in human-computer interaction (HCI). The research incorporates the adoption of soft concepts and materials in the art and design field. Through exploring contextual literature and soft characteristics within materials and philosophy, softness is framed as an ideology of fluidity, responsiveness, and flexibility. Tactilely, we sense the quality and characteristics of softness intimately and instantly. The intersection between our bodies and materials happens at the moment when our skin makes contact with other surfaces. Therefore, the body becomes an entity for us to perceive softness. The theory of embodied interaction (Dourish 2004) and affective computing (Picard 2000) serves as the fundamental research to speculate the possibilities of form in the realm of interaction design in a form of tangible interaction. The capstone project employs speculative and critical design approaches to identify future scenarios and experimenting with home surroundings, in turn, it stimulates the users to rethink their relationships with digital interfaces. Grounded in Metamodernism, the investigations hope to achieve the balance between various viewpoints, intersecting of tactility, whole body parts, and affection within the human. Based on the reviews of existing literature and various experiments on pliable materials, artifacts, and visualizations, my dissertation reframes the concept of softness, and extends to supple interaction and methodology. 10 11",55,45,0,0,20,15,0
